"","year","iso3c","co2_emissions","cumulative_co2"
"13091",1998,"THA",158.145,2081.77
"13092",1999,"THA",164.987,2246.757
"13093",2000,"THA",168.8,2415.557
"13094",2001,"THA",180.708,2596.265
"13095",2002,"THA",190.81,2787.075
"13096",2003,"THA",201.993,2989.068
"13097",2004,"THA",217.171,3206.239
"13098",2005,"THA",222.99,3429.229
"13099",2006,"THA",226.331,3655.56
"13100",2007,"THA",229.41,3884.97
"13101",2008,"THA",226.873,4111.843
"13102",2009,"THA",242.274,4354.117
"13103",2010,"THA",255.405,4609.522
"13104",2011,"THA",253.612,4863.134
"13105",2012,"THA",270.268,5133.402
"13106",2013,"THA",287.598,5421
"13107",2014,"THA",282.648,5703.648
"13108",2015,"THA",285.688,5989.336
"13109",2016,"THA",283.435,6272.771
"13110",2017,"THA",285.96,6558.731
"13111",2018,"THA",276.177,6834.908
"13112",2019,"THA",271.625,7106.533
"13113",2020,"THA",257.766,7364.299
"13114",1900,"TJK",0.256,0.256
"13115",1901,"TJK",0.263,0.519
"13116",1902,"TJK",0.254,0.773
"13117",1903,"TJK",0.248,1.021
"13118",1904,"TJK",0.276,1.297
"13119",1905,"TJK",0.247,1.544
"13120",1906,"TJK",0.281,1.825
"13121",1907,"TJK",0.315,2.14
"13122",1908,"TJK",0.317,2.457
"13123",1909,"TJK",0.335,2.792
"13124",1910,"TJK",0.328,3.12
"13125",1911,"TJK",0.34,3.46
"13126",1912,"TJK",0.386,3.846
"13127",1913,"TJK",0.419,4.265
"13128",1914,"TJK",0.378,4.643
"13129",1915,"TJK",0.347,4.99
"13130",1916,"TJK",0.37,5.36
"13131",1917,"TJK",0.34,5.7
"13132",1918,"TJK",0.136,5.836
"13133",1919,"TJK",0.116,5.952
"13134",1920,"TJK",0.106,6.058
"13135",1921,"TJK",0.115,6.173
"13136",1922,"TJK",0.14,6.313
"13137",1923,"TJK",0.154,6.467
"13138",1924,"TJK",0.184,6.651
"13139",1925,"TJK",0.182,6.833
"13140",1926,"TJK",0.263,7.096
"13141",1927,"TJK",0.327,7.423
"13142",1928,"TJK",0.362,7.785
"13143",1929,"TJK",0.39,8.175
"13144",1930,"TJK",0.531,8.706
"13145",1931,"TJK",0.639,9.345
"13146",1932,"TJK",0.719,10.064
"13147",1933,"TJK",0.804,10.868
"13148",1934,"TJK",0.972,11.84
"13149",1935,"TJK",1.1,12.94
"13150",1936,"TJK",1.26,14.2
"13151",1937,"TJK",1.289,15.489
"13152",1938,"TJK",1.361,16.85
"13153",1939,"TJK",1.377,18.227
"13154",1940,"TJK",1.651,19.878
"13155",1941,"TJK",1.451,21.329
"13156",1942,"TJK",0.791,22.12
"13157",1943,"TJK",0.825,22.945
"13158",1944,"TJK",1.197,24.142
"13159",1945,"TJK",1.265,25.407
"13160",1946,"TJK",1.421,26.828
"13161",1947,"TJK",1.71,28.538
"13162",1948,"TJK",1.819,30.357
"13163",1949,"TJK",2.067,32.424
"13164",1950,"TJK",2.303,34.727
"13165",1951,"TJK",2.495,37.222
"13166",1952,"TJK",2.672,39.894
"13167",1953,"TJK",2.826,42.72
"13168",1954,"TJK",3.086,45.806
"13169",1955,"TJK",3.499,49.305
"13170",1956,"TJK",3.838,53.143
"13171",1957,"TJK",4.2,57.343
"13172",1958,"TJK",4.484,61.827
"13173",1959,"TJK",4.714,66.541
"13174",1960,"TJK",4.909,71.45
"13175",1961,"TJK",5.064,76.514
"13176",1962,"TJK",5.318,81.832
"13177",1963,"TJK",5.706,87.538
"13178",1964,"TJK",6.07,93.608
"13179",1965,"TJK",6.439,100.047
"13180",1966,"TJK",6.801,106.848
"13181",1967,"TJK",7.115,113.963
"13182",1968,"TJK",7.319,121.282
"13183",1969,"TJK",7.625,128.907
"13184",1970,"TJK",8.022,136.929
"13185",1971,"TJK",8.518,145.447
"13186",1972,"TJK",8.967,154.414
"13187",1973,"TJK",9.352,163.766
"13188",1974,"TJK",9.715,173.481
"13189",1975,"TJK",10.216,183.697
"13190",1976,"TJK",10.607,194.304
"13191",1977,"TJK",10.967,205.271
"13192",1978,"TJK",11.347,216.618
"13193",1979,"TJK",11.438,228.056
"13194",1980,"TJK",11.885,239.941
"13195",1981,"TJK",11.666,251.607
"13196",1982,"TJK",11.884,263.491
"13197",1983,"TJK",12.055,275.546
"13198",1984,"TJK",12.161,287.707
"13199",1985,"TJK",13.107,300.814
"13200",1986,"TJK",12.635,313.449
"13201",1987,"TJK",12.125,325.574
"13202",1988,"TJK",12.937,338.511
"13203",1989,"TJK",12.774,351.285
"13204",1990,"TJK",12.084,363.369
"13205",1991,"TJK",9.767,373.136
"13206",1992,"TJK",7.308,380.444
"13207",1993,"TJK",5.171,385.615
"13208",1994,"TJK",2.355,387.97
"13209",1995,"TJK",2.445,390.415
"13210",1996,"TJK",2.824,393.239
"13211",1997,"TJK",2.15,395.389
"13212",1998,"TJK",2.497,397.886
"13213",1999,"TJK",2.517,400.403
"13214",2000,"TJK",2.234,402.637
"13215",2001,"TJK",2.288,404.925
"13216",2002,"TJK",1.877,406.802
"13217",2003,"TJK",2.071,408.873
"13218",2004,"TJK",2.56,411.433
"13219",2005,"TJK",2.439,413.872
"13220",2006,"TJK",2.655,416.527
"13221",2007,"TJK",3.227,419.754
"13222",2008,"TJK",2.896,422.65
"13223",2009,"TJK",2.444,425.094
"13224",2010,"TJK",2.536,427.63
"13225",2011,"TJK",2.341,429.971
"13226",2012,"TJK",2.933,432.904
"13227",2013,"TJK",2.907,435.811
"13228",2014,"TJK",4.6,440.411
"13229",2015,"TJK",5.302,445.713
"13230",2016,"TJK",6.44,452.153
"13231",2017,"TJK",7.865,460.018
"13232",2018,"TJK",9.108,469.126
"13233",2019,"TJK",8.634,477.76
"13234",2020,"TJK",9.448,487.208
"13235",1900,"TKM",0.635,0.635
"13236",1901,"TKM",0.652,1.287
"13237",1902,"TKM",0.63,1.917
"13238",1903,"TKM",0.616,2.533
"13239",1904,"TKM",0.686,3.219
"13240",1905,"TKM",0.612,3.831
"13241",1906,"TKM",0.698,4.529
"13242",1907,"TKM",0.782,5.311
"13243",1908,"TKM",0.787,6.098
"13244",1909,"TKM",0.831,6.929
"13245",1910,"TKM",0.815,7.744
"13246",1911,"TKM",0.845,8.589
"13247",1912,"TKM",0.957,9.546
"13248",1913,"TKM",1.039,10.585
"13249",1914,"TKM",0.938,11.523
"13250",1915,"TKM",0.861,12.384
"13251",1916,"TKM",0.918,13.302
"13252",1917,"TKM",0.845,14.147
"13253",1918,"TKM",0.337,14.484
"13254",1919,"TKM",0.288,14.772
"13255",1920,"TKM",0.262,15.034
"13256",1921,"TKM",0.284,15.318
"13257",1922,"TKM",0.347,15.665
"13258",1923,"TKM",0.383,16.048
"13259",1924,"TKM",0.457,16.505
"13260",1925,"TKM",0.451,16.956
"13261",1926,"TKM",0.653,17.609
"13262",1927,"TKM",0.812,18.421
"13263",1928,"TKM",0.888,19.309
"13264",1929,"TKM",0.957,20.266
"13265",1930,"TKM",1.309,21.575
"13266",1931,"TKM",1.574,23.149
"13267",1932,"TKM",1.77,24.919
"13268",1933,"TKM",1.982,26.901
"13269",1934,"TKM",2.394,29.295
"13270",1935,"TKM",2.704,31.999
"13271",1936,"TKM",3.094,35.093
"13272",1937,"TKM",3.168,38.261
"13273",1938,"TKM",3.345,41.606
"13274",1939,"TKM",3.386,44.992
"13275",1940,"TKM",4.059,49.051
"13276",1941,"TKM",3.565,52.616
"13277",1942,"TKM",1.962,54.578
"13278",1943,"TKM",2.047,56.625
"13279",1944,"TKM",2.969,59.594
"13280",1945,"TKM",3.125,62.719
"13281",1946,"TKM",3.5,66.219
"13282",1947,"TKM",4.208,70.427
"13283",1948,"TKM",4.467,74.894
"13284",1949,"TKM",5.074,79.968
"13285",1950,"TKM",5.644,85.612
"13286",1951,"TKM",6.108,91.72
"13287",1952,"TKM",6.54,98.26
"13288",1953,"TKM",6.916,105.176
"13289",1954,"TKM",7.545,112.721
"13290",1955,"TKM",8.554,121.275
"13291",1956,"TKM",9.394,130.669
"13292",1957,"TKM",10.288,140.957
"13293",1958,"TKM",10.993,151.95
"13294",1959,"TKM",11.561,163.511
"13295",1960,"TKM",12.043,175.554
"13296",1961,"TKM",12.441,187.995
"13297",1962,"TKM",13.082,201.077
"13298",1963,"TKM",14.053,215.13
"13299",1964,"TKM",14.967,230.097
"13300",1965,"TKM",15.887,245.984
"13301",1966,"TKM",16.785,262.769
"13302",1967,"TKM",17.572,280.341
"13303",1968,"TKM",18.086,298.427
"13304",1969,"TKM",18.851,317.278
"13305",1970,"TKM",19.815,337.093
"13306",1971,"TKM",21.056,358.149
"13307",1972,"TKM",22.171,380.32
"13308",1973,"TKM",23.13,403.45
"13309",1974,"TKM",24.034,427.484
"13310",1975,"TKM",25.282,452.766
"13311",1976,"TKM",26.252,479.018
"13312",1977,"TKM",27.144,506.162
"13313",1978,"TKM",28.082,534.244
"13314",1979,"TKM",28.31,562.554
"13315",1980,"TKM",29.409,591.963
"13316",1981,"TKM",28.876,620.839
"13317",1982,"TKM",29.42,650.259
"13318",1983,"TKM",29.842,680.101
"13319",1984,"TKM",30.111,710.212
"13320",1985,"TKM",32.452,742.664
"13321",1986,"TKM",35.74,778.404
"13322",1987,"TKM",36.343,814.747
"13323",1988,"TKM",37.104,851.851
"13324",1989,"TKM",37.575,889.426
"13325",1990,"TKM",31.365,920.791
"13326",1991,"TKM",32.717,953.508
"13327",1992,"TKM",31.994,985.502
"13328",1993,"TKM",27.516,1013.018
"13329",1994,"TKM",33.443,1046.461
"13330",1995,"TKM",33.934,1080.395
"13331",1996,"TKM",30.605,1111
"13332",1997,"TKM",30.556,1141.556
"13333",1998,"TKM",32.026,1173.582
"13334",1999,"TKM",37.606,1211.188
"13335",2000,"TKM",37.466,1248.654
"13336",2001,"TKM",38,1286.654
"13337",2002,"TKM",39.89,1326.544
"13338",2003,"TKM",44.521,1371.065
"13339",2004,"TKM",46.447,1417.512
"13340",2005,"TKM",48.233,1465.745
"13341",2006,"TKM",49.373,1515.118
"13342",2007,"TKM",55.89,1571.008
"13343",2008,"TKM",56.667,1627.675
"13344",2009,"TKM",50.17,1677.845
"13345",2010,"TKM",57.11,1734.955
"13346",2011,"TKM",62.183,1797.138
"13347",2012,"TKM",64.534,1861.672
"13348",2013,"TKM",66.375,1928.047
"13349",2014,"TKM",68.033,1996.08
"13350",2015,"TKM",70.23,2066.31
"13351",2016,"TKM",70.164,2136.474
"13352",2017,"TKM",70.231,2206.705
"13353",2018,"TKM",70.447,2277.152
"13354",2019,"TKM",76.319,2353.471
"13355",2020,"TKM",75.338,2428.809
"13356",2002,"TLS",0.161,0.161
"13357",2003,"TLS",0.161,0.322
"13358",2004,"TLS",0.176,0.498
"13359",2005,"TLS",0.176,0.674
"13360",2006,"TLS",0.18,0.854
"13361",2007,"TLS",0.183,1.037
"13362",2008,"TLS",0.202,1.239
"13363",2009,"TLS",0.227,1.466
"13364",2010,"TLS",0.234,1.7
"13365",2011,"TLS",0.245,1.945
"13366",2012,"TLS",0.293,2.238
"13367",2013,"TLS",0.542,2.78
"13368",2014,"TLS",0.608,3.388
"13369",2015,"TLS",0.601,3.989
"13370",2016,"TLS",0.495,4.484
"13371",2017,"TLS",0.498,4.982
"13372",2018,"TLS",0.509,5.491
"13373",2019,"TLS",0.525,6.016
"13374",2020,"TLS",0.526,6.542
"13375",1950,"TON",0.007,0.007
"13376",1951,"TON",0.007,0.014
"13377",1952,"TON",0.007,0.021
"13378",1953,"TON",0.007,0.028
"13379",1954,"TON",0.007,0.035
"13380",1955,"TON",0.007,0.042
"13381",1956,"TON",0.007,0.049
"13382",1957,"TON",0.007,0.056
"13383",1958,"TON",0.007,0.063
"13384",1959,"TON",0.007,0.07
"13385",1960,"TON",0.011,0.081
"13386",1961,"TON",0.011,0.092
"13387",1962,"TON",0.011,0.103
"13388",1963,"TON",0.011,0.114
"13389",1964,"TON",0.011,0.125
"13390",1965,"TON",0.011,0.136
"13391",1966,"TON",0.011,0.147
"13392",1967,"TON",0.015,0.162
"13393",1968,"TON",0.015,0.177
"13394",1969,"TON",0.011,0.188
"13395",1970,"TON",0.026,0.214
"13396",1971,"TON",0.018,0.232
"13397",1972,"TON",0.022,0.254
"13398",1973,"TON",0.026,0.28
"13399",1974,"TON",0.022,0.302
"13400",1975,"TON",0.033,0.335
"13401",1976,"TON",0.029,0.364
"13402",1977,"TON",0.029,0.393
"13403",1978,"TON",0.037,0.43
"13404",1979,"TON",0.04,0.47
"13405",1980,"TON",0.04,0.51
"13406",1981,"TON",0.048,0.558
"13407",1982,"TON",0.044,0.602
"13408",1983,"TON",0.048,0.65
"13409",1984,"TON",0.048,0.698
"13410",1985,"TON",0.048,0.746
"13411",1986,"TON",0.048,0.794
"13412",1987,"TON",0.055,0.849
"13413",1988,"TON",0.07,0.919
"13414",1989,"TON",0.07,0.989
"13415",1990,"TON",0.077,1.066
"13416",1991,"TON",0.095,1.161
"13417",1992,"TON",0.07,1.231
"13418",1993,"TON",0.084,1.315
"13419",1994,"TON",0.092,1.407
"13420",1995,"TON",0.095,1.502
"13421",1996,"TON",0.077,1.579
"13422",1997,"TON",0.099,1.678
"13423",1998,"TON",0.088,1.766
"13424",1999,"TON",0.11,1.876
"13425",2000,"TON",0.095,1.971
"13426",2001,"TON",0.088,2.059
"13427",2002,"TON",0.103,2.162
"13428",2003,"TON",0.117,2.279
"13429",2004,"TON",0.11,2.389
"13430",2005,"TON",0.114,2.503
"13431",2006,"TON",0.128,2.631
"13432",2007,"TON",0.114,2.745
"13433",2008,"TON",0.121,2.866
"13434",2009,"TON",0.132,2.998
"13435",2010,"TON",0.117,3.115
"13436",2011,"TON",0.103,3.218
"13437",2012,"TON",0.106,3.324
"13438",2013,"TON",0.114,3.438
"13439",2014,"TON",0.114,3.552
"13440",2015,"TON",0.121,3.673
"13441",2016,"TON",0.128,3.801
"13442",2017,"TON",0.158,3.959
"13443",2018,"TON",0.139,4.098
"13444",2019,"TON",0.144,4.242
"13445",2020,"TON",0.144,4.386
"13446",1909,"TTO",0.026,0.026
"13447",1910,"TTO",0.066,0.092
"13448",1911,"TTO",0.125,0.217
"13449",1912,"TTO",0.198,0.415
"13450",1913,"TTO",0.224,0.639
"13451",1914,"TTO",0.289,0.928
"13452",1915,"TTO",0.333,1.261
"13453",1916,"TTO",0.414,1.675
"13454",1917,"TTO",0.528,2.203
"13455",1918,"TTO",0.769,2.972
"13456",1919,"TTO",0.649,3.621
"13457",1920,"TTO",0.868,4.489
"13458",1921,"TTO",1,5.489
"13459",1922,"TTO",0.982,6.471
"13460",1923,"TTO",1.209,7.68
"13461",1924,"TTO",1.656,9.336
"13462",1925,"TTO",1.946,11.282
"13463",1926,"TTO",1.96,13.242
"13464",1927,"TTO",2.099,15.341
"13465",1928,"TTO",3.232,18.573
"13466",1929,"TTO",3.594,22.167
"13467",1930,"TTO",3.646,25.813
"13468",1931,"TTO",3.074,28.887
"13469",1932,"TTO",3.254,32.141
"13470",1933,"TTO",4.067,36.208
"13471",1934,"TTO",4.778,40.986
"13472",1935,"TTO",5.089,46.075
"13473",1936,"TTO",5.741,51.816
"13474",1937,"TTO",7.247,59.063
"13475",1938,"TTO",8.339,67.402
"13476",1939,"TTO",9.453,76.855
"13477",1940,"TTO",10.736,87.591
"13478",1941,"TTO",9.9,97.491
"13479",1942,"TTO",10.666,108.157
"13480",1943,"TTO",10.274,118.431
"13481",1944,"TTO",10.772,129.203
"13482",1945,"TTO",11.021,140.224
"13483",1946,"TTO",10.937,151.161
"13484",1947,"TTO",12.003,163.164
"13485",1948,"TTO",12.641,175.805
"13486",1949,"TTO",13.751,189.556
"13487",1950,"TTO",2.352,191.908
"13488",1951,"TTO",2.514,194.422
"13489",1952,"TTO",2.796,197.218
"13490",1953,"TTO",2.935,200.153
"13491",1954,"TTO",2.836,202.989
"13492",1955,"TTO",2.722,205.711
"13493",1956,"TTO",2.879,208.59
"13494",1957,"TTO",2.564,211.154
"13495",1958,"TTO",3.477,214.631
"13496",1959,"TTO",3.092,217.723
"13497",1960,"TTO",2.579,220.302
"13498",1961,"TTO",4.598,224.9
"13499",1962,"TTO",7.232,232.132
"13500",1963,"TTO",1.677,233.809
"13501",1964,"TTO",3.792,237.601
"13502",1965,"TTO",5.191,242.792
"13503",1966,"TTO",4.052,246.844
"13504",1967,"TTO",4.634,251.478
"13505",1968,"TTO",4.037,255.515
"13506",1969,"TTO",3.901,259.416
"13507",1970,"TTO",8.99,268.406
"13508",1971,"TTO",8.096,276.502
"13509",1972,"TTO",8.236,284.738
"13510",1973,"TTO",9.39,294.128
"13511",1974,"TTO",10.042,304.17
"13512",1975,"TTO",9.613,313.783
"13513",1976,"TTO",15.911,329.694
"13514",1977,"TTO",16.159,345.853
"13515",1978,"TTO",15.312,361.165
"13516",1979,"TTO",16.707,377.872
"13517",1980,"TTO",16.919,394.791
"13518",1981,"TTO",17.242,412.033
"13519",1982,"TTO",18.405,430.438
"13520",1983,"TTO",16.276,446.714
"13521",1984,"TTO",17.504,464.218
"13522",1985,"TTO",20.723,484.941
"13523",1986,"TTO",17.355,502.296
"13524",1987,"TTO",17.489,519.785
"13525",1988,"TTO",15.833,535.618
"13526",1989,"TTO",16.105,551.723
"13527",1990,"TTO",16.981,568.704
"13528",1991,"TTO",16.968,585.672
"13529",1992,"TTO",19.103,604.775
"13530",1993,"TTO",17.411,622.186
"13531",1994,"TTO",17.024,639.21
"13532",1995,"TTO",16.46,655.67
"13533",1996,"TTO",20.768,676.438
"13534",1997,"TTO",20.56,696.998
"13535",1998,"TTO",19.751,716.749
"13536",1999,"TTO",22.464,739.213
"13537",2000,"TTO",24.191,763.404
"13538",2001,"TTO",26.569,789.973
"13539",2002,"TTO",28.591,818.564
"13540",2003,"TTO",32.251,850.815
"13541",2004,"TTO",32.576,883.391
"13542",2005,"TTO",37.944,921.335
"13543",2006,"TTO",42.414,963.749
"13544",2007,"TTO",45.235,1008.984
"13545",2008,"TTO",44.096,1053.08
"13546",2009,"TTO",44.22,1097.3
"13547",2010,"TTO",46.957,1144.257
"13548",2011,"TTO",46.68,1190.937
"13549",2012,"TTO",45.556,1236.493
"13550",2013,"TTO",45.236,1281.729
"13551",2014,"TTO",46.344,1328.073
"13552",2015,"TTO",45.122,1373.195
"13553",2016,"TTO",40.052,1413.247
"13554",2017,"TTO",39.948,1453.195
"13555",2018,"TTO",40.475,1493.67
"13556",2019,"TTO",40.378,1534.048
"13557",2020,"TTO",35.509,1569.557
"13558",1916,"TUN",0.011,0.011
"13559",1917,"TUN",0.029,0.04
"13560",1918,"TUN",0.04,0.08
"13561",1920,"TUN",0.029,0.109
"13562",1921,"TUN",0.022,0.131
"13563",1933,"TUN",0.018,0.149
"13564",1934,"TUN",0.018,0.167
"13565",1935,"TUN",0.018,0.185
"13566",1936,"TUN",0.025,0.21
"13567",1937,"TUN",0.029,0.239
"13568",1938,"TUN",0.033,0.272
"13569",1939,"TUN",0.033,0.305
"13570",1940,"TUN",0.058,0.363
"13571",1941,"TUN",0.135,0.498
"13572",1942,"TUN",0.161,0.659
"13573",1943,"TUN",0.051,0.71
"13574",1944,"TUN",0.091,0.801
"13575",1945,"TUN",0.095,0.896
"13576",1946,"TUN",0.132,1.028
"13577",1947,"TUN",0.128,1.156
"13578",1948,"TUN",0.146,1.302
"13579",1949,"TUN",0.128,1.43
"13580",1950,"TUN",1.219,2.649
"13581",1951,"TUN",1.377,4.026
"13582",1952,"TUN",1.443,5.469
"13583",1953,"TUN",1.377,6.846
"13584",1954,"TUN",1.406,8.252
"13585",1955,"TUN",1.596,9.848
"13586",1956,"TUN",1.559,11.407
"13587",1957,"TUN",1.574,12.981
"13588",1958,"TUN",1.446,14.427
"13589",1959,"TUN",1.588,16.015
"13590",1960,"TUN",1.724,17.739
"13591",1961,"TUN",1.765,19.504
"13592",1962,"TUN",1.794,21.298
"13593",1963,"TUN",1.944,23.242
"13594",1964,"TUN",2.753,25.995
"13595",1965,"TUN",2.46,28.455
"13596",1966,"TUN",2.882,31.337
"13597",1967,"TUN",3.083,34.42
"13598",1968,"TUN",3.592,38.012
"13599",1969,"TUN",3.852,41.864
"13600",1970,"TUN",3.739,45.603
"13601",1971,"TUN",4.208,49.811
"13602",1972,"TUN",4.731,54.542
"13603",1973,"TUN",4.823,59.365
"13604",1974,"TUN",5.391,64.756
"13605",1975,"TUN",5.541,70.297
"13606",1976,"TUN",5.841,76.138
"13607",1977,"TUN",6.749,82.887
"13608",1978,"TUN",7.478,90.365
"13609",1979,"TUN",8.75,99.115
"13610",1980,"TUN",9.465,108.58
"13611",1981,"TUN",9.8,118.38
"13612",1982,"TUN",9.493,127.873
"13613",1983,"TUN",11.25,139.123
"13614",1984,"TUN",11.489,150.612
"13615",1985,"TUN",11.871,162.483
"13616",1986,"TUN",11.992,174.475
"13617",1987,"TUN",11.663,186.138
"13618",1988,"TUN",12.377,198.515
"13619",1989,"TUN",13.14,211.655
"13620",1990,"TUN",13.126,224.781
"13621",1991,"TUN",15.364,240.145
"13622",1992,"TUN",14.891,255.036
"13623",1993,"TUN",16.353,271.389
"13624",1994,"TUN",15.777,287.166
"13625",1995,"TUN",15.547,302.713
"13626",1996,"TUN",16.581,319.294
"13627",1997,"TUN",16.747,336.041
"13628",1998,"TUN",17.809,353.85
"13629",1999,"TUN",18.119,371.969
"13630",2000,"TUN",19.672,391.641
"13631",2001,"TUN",20.546,412.187
"13632",2002,"TUN",20.559,432.746
"13633",2003,"TUN",20.926,453.672
"13634",2004,"TUN",21.927,475.599
"13635",2005,"TUN",22.269,497.868
"13636",2006,"TUN",22.602,520.47
"13637",2007,"TUN",23.684,544.154
"13638",2008,"TUN",24.333,568.487
"13639",2009,"TUN",24.321,592.808
"13640",2010,"TUN",27.101,619.909
"13641",2011,"TUN",25.526,645.435
"13642",2012,"TUN",26.306,671.741
"13643",2013,"TUN",26.864,698.605
"13644",2014,"TUN",27.894,726.499
"13645",2015,"TUN",29.272,755.771
"13646",2016,"TUN",29.008,784.779
"13647",2017,"TUN",29.231,814.01
"13648",2018,"TUN",29.363,843.373
"13649",2019,"TUN",30.011,873.384
"13650",2020,"TUN",28.127,901.511
"13651",1900,"TUR",1.037,1.037
"13652",1901,"TUR",0.949,1.986
"13653",1902,"TUR",1.048,3.034
"13654",1903,"TUR",1.205,4.239
"13655",1904,"TUR",1.367,5.606
"13656",1905,"TUR",1.532,7.138
"13657",1906,"TUR",1.579,8.717
"13658",1907,"TUR",1.88,10.597
"13659",1908,"TUR",1.722,12.319
"13660",1909,"TUR",1.957,14.276
"13661",1910,"TUR",1.883,16.159
"13662",1911,"TUR",2.228,18.387
"13663",1912,"TUR",1.997,20.384
"13664",1913,"TUR",2.037,22.421
"13665",1914,"TUR",1.663,24.084
"13666",1915,"TUR",1.037,25.121
"13667",1916,"TUR",0.513,25.634
"13668",1917,"TUR",0.392,26.026
"13669",1918,"TUR",0.458,26.484
"13670",1919,"TUR",0.938,27.422
"13671",1920,"TUR",1.403,28.825
"13672",1921,"TUR",0.843,29.668
"13673",1922,"TUR",1.011,30.679
"13674",1923,"TUR",1.473,32.152
"13675",1924,"TUR",2.451,34.603
"13676",1925,"TUR",2.367,36.97
"13677",1926,"TUR",3.008,39.978
"13678",1927,"TUR",3.279,43.257
"13679",1928,"TUR",3.125,46.382
"13680",1929,"TUR",3.55,49.932
"13681",1930,"TUR",3.972,53.904
"13682",1931,"TUR",3.938,57.842
"13683",1932,"TUR",4.001,61.843
"13684",1933,"TUR",4.664,66.507
"13685",1934,"TUR",5.792,72.299
"13686",1935,"TUR",5.935,78.234
"13687",1936,"TUR",5.865,84.099
"13688",1937,"TUR",4.246,88.345
"13689",1938,"TUR",4.634,92.979
"13690",1939,"TUR",4.905,97.884
"13691",1940,"TUR",5.469,103.353
"13692",1941,"TUR",5.619,108.972
"13693",1942,"TUR",4.946,113.918
"13694",1943,"TUR",6.118,120.036
"13695",1944,"TUR",7.023,127.059
"13696",1945,"TUR",7.089,134.148
"13697",1946,"TUR",7.023,141.171
"13698",1947,"TUR",7.477,148.648
"13699",1948,"TUR",7.7,156.348
"13700",1949,"TUR",7.968,164.316
"13701",1950,"TUR",9.488,173.804
"13702",1951,"TUR",10.184,183.988
"13703",1952,"TUR",10.474,194.462
"13704",1953,"TUR",12.965,207.427
"13705",1954,"TUR",13.433,220.86
"13706",1955,"TUR",13.619,234.479
"13707",1956,"TUR",14.359,248.838
"13708",1957,"TUR",15.97,264.808
"13709",1958,"TUR",16.035,280.843
"13710",1959,"TUR",17.192,298.035
"13711",1960,"TUR",16.799,314.834
"13712",1961,"TUR",17.341,332.175
"13713",1962,"TUR",21.605,353.78
"13714",1963,"TUR",22.64,376.42
"13715",1964,"TUR",26.303,402.723
"13716",1965,"TUR",27.353,430.076
"13717",1966,"TUR",31.506,461.582
"13718",1967,"TUR",33.479,495.061
"13719",1968,"TUR",36.265,531.326
"13720",1969,"TUR",38.753,570.079
"13721",1970,"TUR",42.579,612.658
"13722",1971,"TUR",47.638,660.296
"13723",1972,"TUR",53.722,714.018
"13724",1973,"TUR",59.31,773.328
"13725",1974,"TUR",60.929,834.257
"13726",1975,"TUR",65.419,899.676
"13727",1976,"TUR",73.359,973.035
"13728",1977,"TUR",81.121,1054.156
"13729",1978,"TUR",76.714,1130.87
"13730",1979,"TUR",75.038,1205.908
"13731",1980,"TUR",75.212,1281.12
"13732",1981,"TUR",79.186,1360.306
"13733",1982,"TUR",86.21,1446.516
"13734",1983,"TUR",89.812,1536.328
"13735",1984,"TUR",94.906,1631.234
"13736",1985,"TUR",105.662,1736.896
"13737",1986,"TUR",115.618,1852.514
"13738",1987,"TUR",128.442,1980.956
"13739",1988,"TUR",124.728,2105.684
"13740",1989,"TUR",137.57,2243.254
"13741",1990,"TUR",151.508,2394.762
"13742",1991,"TUR",157.982,2552.744
"13743",1992,"TUR",163.922,2716.666
"13744",1993,"TUR",171.011,2887.677
"13745",1994,"TUR",167.433,3055.11
"13746",1995,"TUR",180.903,3236.013
"13747",1996,"TUR",199.522,3435.535
"13748",1997,"TUR",212.006,3647.541
"13749",1998,"TUR",212.04,3859.581
"13750",1999,"TUR",207.804,4067.385
"13751",2000,"TUR",229.791,4297.176
"13752",2001,"TUR",213.486,4510.662
"13753",2002,"TUR",220.978,4731.64
"13754",2003,"TUR",236.484,4968.124
"13755",2004,"TUR",244.464,5212.588
"13756",2005,"TUR",264.201,5476.789
"13757",2006,"TUR",281.649,5758.438
"13758",2007,"TUR",312.737,6071.175
"13759",2008,"TUR",309.321,6380.496
"13760",2009,"TUR",315.36,6695.856
"13761",2010,"TUR",314.38,7010.236
"13762",2011,"TUR",339.482,7349.718
"13763",2012,"TUR",353.666,7703.384
"13764",2013,"TUR",345.221,8048.605
"13765",2014,"TUR",361.675,8410.28
"13766",2015,"TUR",381.332,8791.612
"13767",2016,"TUR",401.24,9192.852
"13768",2017,"TUR",425.329,9618.181
"13769",2018,"TUR",419.437,10037.618
"13770",2019,"TUR",399.345,10436.963
"13771",2020,"TUR",392.794,10829.757
"13772",1990,"TUV",0.011,0.011
"13773",1991,"TUV",0.007,0.018
"13774",1992,"TUV",0.007,0.025
"13775",1993,"TUV",0.007,0.032
"13776",1994,"TUV",0.007,0.039
"13777",1995,"TUV",0.011,0.05
"13778",1996,"TUV",0.007,0.057
"13779",1997,"TUV",0.007,0.064
"13780",1998,"TUV",0.011,0.075
"13781",1999,"TUV",0.004,0.079
"13782",2000,"TUV",0.007,0.086
"13783",2001,"TUV",0.011,0.097
"13784",2002,"TUV",0.011,0.108
"13785",2003,"TUV",0.011,0.119
"13786",2004,"TUV",0.011,0.13
"13787",2005,"TUV",0.007,0.137
"13788",2006,"TUV",0.011,0.148
