"","sector","year","co2e_emissions","sector_number"
"1317","3.D.2.b.ii.          Adubos orgânicos",1997,0.590113662863199,3
"1318","3.D.2.b.iii.           Deposição de dejetos diretamente no solo",1997,5.6343930009706,3
"1319","3.D.2.b.iii.1.             Bovinos",1997,5.09564082863266,3
"1320","3.D.2.b.iii.2.             Suínos ",1997,0.0597624197346201,3
"1321","3.D.2.b.iii.3.             Outros animais",1997,0.478989752603323,3
"1322","3.D.2.b.iv.          Resíduos agrícolas",1997,3.13234942880676,3
"1323","3.D.2.b.iv.1.            Soja",1997,0.452872763030718,3
"1324","3.D.2.b.iv.2.            Milho",1997,0.397120755764893,3
"1325","3.D.2.b.iv.3.            Cana-de-açúcar",1997,0.18385262308634,3
"1326","3.D.2.b.iv.4.            Arroz",1997,0.0856595914783264,3
"1327","3.D.2.b.iv.5.            Feijão",1997,0.0698434529809291,3
"1328","3.D.2.b.iv.6.            Mandioca",1997,0.0480974562563438,3
"1329","3.D.2.b.iv.7.            Trigo",1997,0.0222743424032268,3
"1330","3.D.2.b.iv.8.            Pastagens",1997,1.80981792228706,3
"1331","3.D.2.b.iv.9.            Outras",1997,0.0628105215189195,3
"1332","3.D.2.b.v.         Mineralização de N associada a perda de C do solo",1997,0.173150773035499,3
"1333","3.E.   Queima prescrita de savanas",1997,NA,3
"1334","3.F.   Queima de resíduos agrícolas",1997,1.95258447462495,3
"1335","3.G.   Calagem",1997,8.13164733333333,3
"1336","3.H.   Aplicação de Ureia",1997,1.13134381480076,3
"1337","3.I.   Outros fertilizantes Contendo Carbono",1997,NA,3
"1338","3.J.   Outro",1997,NA,3
"1339","4. Uso da Terra, Mudança do Uso da Terra e Florestas (LULUCF)",1997,919.876958458173,4
"1340","4.A.   Floresta",1997,-157.357235855243,4
"1341","4.A.1.     Floresta permanecendo Floresta",1997,-137.425318038027,4
"1342","4.A.2.     Área convertida para floresta",1997,-19.9319178172159,4
"1343","4.B.   Agricultura",1997,95.7402039136264,4
"1344","4.B.1.     Agricultura permanecendo agricultura",1997,0,4
"1345","4.B.2.     Área convertida para agricultura",1997,95.7402039136264,4
"1346","4.C.   Campos/Pastagem permanecendo Campos/Pastagem",1997,991.499877094291,4
"1347","4.C.1.     Campos/Pastagem permanecendo Campos/Pastagem",1997,16.3056289070643,4
"1348","4.C.2.     Área convertida para Campos/Pastagem",1997,975.194248187227,4
"1349","4.D.   Área Alagada",1997,9.47780966710645,4
"1350","4.D.1.     Área alagada permanecendo área alagada",1997,0,4
"1351","4.D.2.     Área convertida para área alagada",1997,9.47780966710645,4
"1352","4.E.   Assentamentos",1997,8.10025757942359,4
"1353","4.E.1.     Assentamentos permanecendo assentamentos",1997,0,4
"1354","4.E.2.     Área convertida para assentamentos",1997,8.10025757942359,4
"1355","4.F.   Outras Terras",1997,1.40791491907016,4
"1356","4.F.1.     Outras terras permanecendo outras terras",1997,0,4
"1357","4.F.2.     Área convertida para outras terras",1997,1.40791491907016,4
"1358","4.G.   Produtos Florestais Madeireiros",1997,-28.9918688601025,4
"1359","5. Resíduos",1997,48.3443787689195,5
"1360","5.A.   Disposição de Resíduos Sólidos",1997,25.7481931631845,5
"1361","5.A.1.     Locais Manejados",1997,9.68275581283179,5
"1362","5.A.3.     Locais Não Categorizados",1997,16.0654373503528,5
"1363","5.B.   Tratamento Biológico de Resíduos Sólidos",1997,0.0340443701766522,5
"1364","5.C.   Incineração e Queima a Céu Aberto de Resíduos Sólidos",1997,1.48495459230823,5
"1365","5.D.   Tratamento e Despejo de Águas Residuárias",1997,21.07718664325,5
"1366","5.D.1.     Águas residuárias domésticas",1997,18.8271139966705,5
"1367","5.D.2.     Águas residuárias industriais",1997,2.25007264657955,5
"1368","5.E.   Outro",1997,NA,5
"1369","1. Energia",1998,274.490493161393,1
"1370","1.A.   Atividades de Queima de Combustíveis (abordagem setorial)",1998,263.172789884438,1
"1371","1.A.1.     Indústrias de Energia",1998,33.484878522692,1
"1372","1.A.1.a.       Produção de eletricidade e calor como atividade principal",1998,12.4817217879132,1
"1373","1.A.1.b.       Refino de petróleo",1998,13.867210938221,1
"1374","1.A.1.c.       Produção de combustíveis sólidos e outras indústrias de energia",1998,7.13594579655782,1
"1375","1.A.2.     Indústrias de Transformação e Construção",1998,55.852182563137,1
"1376","1.A.2.a.       Ferro e aço",1998,5.36487467748773,1
"1377","1.A.2.b.       Metais não ferrosos",1998,3.3316474968019,1
"1378","1.A.2.c.       Produtos quimicos",1998,13.3903025389652,1
"1379","1.A.2.d.       Celulose, papel e impressão",1998,4.62871814226355,1
"1380","1.A.2.e.       Processamento de alimentos, bebidas e tabaco",1998,5.31252194189689,1
"1381","1.A.2.f.       Minerais não metálicos",1998,12.7249271024805,1
"1382","1.A.2.g.       Equipamentos de transporte",1998,5.84677191612628,1
"1383","1.A.2.i.       Mineração (exceto combustíveis) e extração",1998,3.94307775694935,1
"1384","1.A.2.l.       Têxtil e couro",1998,1.30934099016561,1
"1385","1.A.3.     Transporte",1998,129.562304299494,1
"1386","1.A.3.a.ii.          Aviação doméstica",1998,8.45645033324906,1
"1387","1.A.3.b.       Transporte rodoviário",1998,116.448449630887,1
"1388","1.A.3.c.       Transporte Ferroviário",1998,1.19819118353729,1
"1389","1.A.3.d.ii.          Navegação doméstica",1998,3.45921315182063,1
"1390","1.A.3.e.       Outros transportes",1998,0,1
"1391","1.A.4.     Outros Setores",1998,42.9381133815026,1
"1392","1.A.4.a.       Comercial / institucional",1998,3.81145233508584,1
"1393","1.A.4.b.       Residencial",1998,24.4530224872319,1
"1394","1.A.4.c.       Agricultura / silvicultura / pesca / piscicultura",1998,14.6736385591849,1
"1395","1.A.5.     Não Especificado",1998,1.33531111761247,1
"1396","1.B.   Emissões Fugitivas a Partir da Produção de Combustíveis",1998,11.3177032769553,1
"1397","1.B.1.     Combustíveis sólidos",1998,1.06544151807,1
"1398","1.B.2.     Petróleo e Gás Natural ",1998,10.2522617588853,1
"1399","1.C.   Transporte e armazenamento de CO2",1998,NA,1
"1400","2. Processos industriais e uso de produtos (IPPU)",1998,70.317852996103,2
"1401","2.A.   Indústria Mineral",1998,20.9580234510622,2
"1402","2.A.1.     Produção de cimento",1998,16.1754318083471,2
"1403","2.A.2.     Produção de cal",1998,3.93277133858268,2
"1404","2.A.3.     Produção de vidro",1998,0.15284245263,2
"1405","2.A.4.     Outras utilizações de carbonatos em processos ",1998,0.696977851502384,2
"1406","2.B.   Indústria Química",1998,10.9569957648903,2
"1407","2.B.1.     Produção de amônia",1998,0.291878849097955,2
"1408","2.B.10.      Outros produtos químicos",1998,0,2
"1409","2.B.2.     Produção de ácido nítrico",1998,0.546564645387,2
"1410","2.B.3.     Produção de ácido adípico",1998,4.44003525,2
"1411","2.B.4.     Caprolactama, glioxal e produção de ácido glioxílico",1998,0.102490605,2
"1412","2.B.5.     Produção de carbureto",1998,0.0245267520322307,2
"1413","2.B.6.     Produção de dióxido de titânio",1998,0,2
"1414","2.B.7.     Produção de carbonato de sódio",1998,0,2
"1415","2.B.8.     Produção de petroquímica e negro de fumo",1998,5.38980366337315,2
"1416","2.B.9.     Produção de fluoroquímicos",1998,0.161696,2
"1417","2.C.   Indústria Metalúrgica",1998,37.3660236192408,2
"1418","2.C.1.     Produção de ferro e aço",1998,32.8087694609202,2
"1419","2.C.2.     Produção de ferroligas",1998,0.562319784,2
"1420","2.C.3.     Produção de alumínio",1998,3.7069492482603,2
"1421","2.C.4.     Produção de magnésio",1998,0.287985126060233,2
"1422","2.C.7.     Outros não-ferrosos, fora alumínio e magnésio",1998,0,2
"1423","2.D.   Produtos Não Energéticos de Combustíveis e Solventes",1998,0.610398009980088,2
"1424","2.E.   Indústria Eletrônica",1998,0,2
"1425","2.F.   Usos de Produtos como Substitutos para Substâncias Destruidoras da Camada de Ozônio",1998,0.281826943929589,2
"1426","2.G.   Fabricação e Uso de Outros Produtos",1998,0.144585207,2
"1427","2.H.   Outros",1998,0,2
"1428","2.H.1.     Indústria de papel e celulose",1998,0,2
"1429","2.H.2.     Indústria de alimentos e bebidas",1998,0,2
"1430","2.H.2.a.       Alimentos",1998,0,2
"1431","2.H.2.b.       Bebidas",1998,0,2
"1432","3. Agropecuária",1998,419.4978579853,3
"1433","3.A.   Fermentação Entérica",1998,301.277631867448,3
"1434","3.A.1.     Bovinos",1998,292.066420459448,3
"1435","3.A.1.a.       Bovinos de corte",1998,247.327933603448,3
"1436","3.A.1.b.       Bovinos de leite",1998,44.738486856,3
"1437","3.A.2.     Ovinos",1998,1.99757418,3
"1438","3.A.3.     Suínos",1998,0.840194488,3
"1439","3.A.4.     Outros animais",1998,6.37344274,3
"1440","3.B.   Manejo de Dejetos Animais",1998,17.669336802036,3
"1441","3.B.1.     Bovinos",1998,8.7003482993317,3
"1442","3.B.1.a.       Bovinos de corte",1998,5.84601201728966,3
"1443","3.B.1.b.       Bovinos de leite",1998,2.85433628204204,3
"1444","3.B.2.     Ovinos",1998,0.0703877216,3
"1445","3.B.3.     Suínos",1998,6.65885192902701,3
"1446","3.B.4.     Outros animais",1998,1.08088797185374,3
"1447","3.B.5.     Emissões indiretas de N2O",1998,1.15886088022357,3
"1448","3.B.5.a.       Bovinos",1998,0.335807044971328,3
"1449","3.B.5.a.i.         Bovinos de corte",1998,0.0919434604885514,3
"1450","3.B.5.a.ii.          Bovinos de leite",1998,0.243863584482777,3
"1451","3.B.5.b.       Suínos ",1998,0.286671752900371,3
"1452","3.B.5.c.vii.           Aves",1998,0.536382082351874,3
"1453","3.C.   Cultivo de Arroz",1998,9.3240821779934,3
"1454","3.D.   Solos Manejados",1998,80.2176364341355,3
"1455","3.D.1.     Emissões diretas",1998,62.3184138612095,3
"1456","3.D.1.a.       Fertilizantes sintéticos",1998,5.89704824148051,3
"1457","3.D.1.b.       Adubos orgânicos",1998,2.54929905111974,3
"1458","3.D.1.c.       Deposição de dejetos em pastagem",1998,37.3836245617881,3
"1459","3.D.1.c.i.         Bovinos",1998,34.5287319464727,3
"1460","3.D.1.c.i.1.           Bovinos de corte",1998,26.5008701316107,3
"1461","3.D.1.c.i.2.           Bovino de leite",1998,8.02786181486199,3
"1462","3.D.1.c.ii.          Suínos ",1998,0.523773790334735,3
"1463","3.D.1.c.iii.           Outros animais",1998,2.33111882498064,3
"1464","3.D.1.d.       Resíduos agrícolas",1998,14.2061621498742,3
"1465","3.D.1.d.i.         Soja",1998,2.38781051161491,3
"1466","3.D.1.d.ii.          Milho",1998,1.58563433534949,3
"1467","3.D.1.d.iii.           Cana-de-açúcar",1998,0.865635785366597,3
"1468","3.D.1.d.iv.          Arroz",1998,0.351715442693737,3
"1469","3.D.1.d.ix.          Outras culturas temporárias",1998,0.260189770910118,3
"1470","3.D.1.d.v.         Feijão",1998,0.239542720995342,3
"1471","3.D.1.d.vi.          Mandioca",1998,0.209542494961851,3
"1472","3.D.1.d.vii.           Trigo",1998,0.0902740661958713,3
"1473","3.D.1.d.viii.            Pastagens",1998,8.2158170217863,3
"1474","3.D.1.e.       Mineralização de N associada a perda de C do solo",1998,0.769558991268882,3
"1475","3.D.1.f.       Manejo de solos orgânicos",1998,1.512720865678,3
"1476","3.D.2.     Emissões indiretas",1998,17.899222572926,3
"1477","3.D.2.a.       Deposição atmosferica",1998,6.83745317113743,3
"1478","3.D.2.a.i.         Fertilizantes sintéticos",1998,1.27600793447523,3
"1479","3.D.2.a.ii.          Adubos orgânicos",1998,0.476616205419827,3
"1480","3.D.2.a.iii.           Deposição de dejetos diretamente no solo",1998,5.08482903124238,3
"1481","3.D.2.a.iii.1.             Bovinos",1998,4.60383092619637,3
"1482","3.D.2.a.iii.1.a.               Bovinos de corte",1998,3.53344935088143,3
"1483","3.D.2.a.iii.1.b.               Bovino de leite",1998,1.07038157531493,3
"1484","3.D.2.a.iii.2.             Suínos ",1998,0.0523773790334735,3
"1485","3.D.2.a.iii.3.             Outros animais",1998,0.42862072601254,3
"1486","3.D.2.b.       Lixiviação / escorrimento superficial",1998,11.0617694017886,3
"1487","3.D.2.b.i.         Fertilizantes sintéticos",1998,1.36368499339286,3
"1488","3.D.2.b.ii.          Adubos orgânicos",1998,0.608114491490834,3
"1489","3.D.2.b.iii.           Deposição de dejetos diretamente no solo",1998,5.72043266014767,3
"1490","3.D.2.b.iii.1.             Bovinos",1998,5.17930979197091,3
"1491","3.D.2.b.iii.2.             Suínos ",1998,0.0589245514126577,3
"1492","3.D.2.b.iii.3.             Outros animais",1998,0.482198316764108,3
"1493","3.D.2.b.iv.          Resíduos agrícolas",1998,3.1963864837217,3
"1494","3.D.2.b.iv.1.            Soja",1998,0.537257365113355,3
"1495","3.D.2.b.iv.2.            Milho",1998,0.356767725453635,3
"1496","3.D.2.b.iv.3.            Cana-de-açúcar",1998,0.194768051707484,3
"1497","3.D.2.b.iv.4.            Arroz",1998,0.0791359746060909,3
"1498","3.D.2.b.iv.5.            Feijão",1998,0.0538971122239519,3
"1499","3.D.2.b.iv.6.            Mandioca",1998,0.0471470613664165,3
"1500","3.D.2.b.iv.7.            Trigo",1998,0.020311664894071,3
"1501","3.D.2.b.iv.8.            Pastagens",1998,1.84855882990192,3
"1502","3.D.2.b.iv.9.            Outras",1998,0.0585426984547764,3
"1503","3.D.2.b.v.         Mineralização de N associada a perda de C do solo",1998,0.173150773035499,3
"1504","3.E.   Queima prescrita de savanas",1998,NA,3
"1505","3.F.   Queima de resíduos agrícolas",1998,2.0068990394447,3
"1506","3.G.   Calagem",1998,7.69144566666667,3
"1507","3.H.   Aplicação de Ureia",1998,1.31082599757557,3
"1508","3.I.   Outros fertilizantes Contendo Carbono",1998,NA,3
"1509","3.J.   Outro",1998,NA,3
"1510","4. Uso da Terra, Mudança do Uso da Terra e Florestas (LULUCF)",1998,1181.08527379524,4
"1511","4.A.   Floresta",1998,-144.610818076443,4
"1512","4.A.1.     Floresta permanecendo Floresta",1998,-126.53923924332,4
"1513","4.A.2.     Área convertida para floresta",1998,-18.0715788331227,4
"1514","4.B.   Agricultura",1998,100.363708313328,4
"1515","4.B.1.     Agricultura permanecendo agricultura",1998,0,4
"1516","4.B.2.     Área convertida para agricultura",1998,100.363708313328,4
"1517","4.C.   Campos/Pastagem permanecendo Campos/Pastagem",1998,1238.82609887853,4
"1518","4.C.1.     Campos/Pastagem permanecendo Campos/Pastagem",1998,18.3062528247827,4
"1519","4.C.2.     Área convertida para Campos/Pastagem",1998,1220.51984605374,4
"1520","4.D.   Área Alagada",1998,9.65287115490625,4
"1521","4.D.1.     Área alagada permanecendo área alagada",1998,0,4
"1522","4.D.2.     Área convertida para área alagada",1998,9.65287115490625,4
"1523","4.E.   Assentamentos",1998,8.54692616987762,4
"1524","4.E.1.     Assentamentos permanecendo assentamentos",1998,0,4
"1525","4.E.2.     Área convertida para assentamentos",1998,8.54692616987762,4
"1526","4.F.   Outras Terras",1998,1.67090561556782,4
"1527","4.F.1.     Outras terras permanecendo outras terras",1998,0,4
"1528","4.F.2.     Área convertida para outras terras",1998,1.67090561556782,4
"1529","4.G.   Produtos Florestais Madeireiros",1998,-33.3644182605255,4
"1530","5. Resíduos",1998,50.0774750675049,5
"1531","5.A.   Disposição de Resíduos Sólidos",1998,27.1057543267033,5
"1532","5.A.1.     Locais Manejados",1998,10.1039153989408,5
"1533","5.A.3.     Locais Não Categorizados",1998,17.0018389277624,5
"1534","5.B.   Tratamento Biológico de Resíduos Sólidos",1998,0.037627918252827,5
"1535","5.C.   Incineração e Queima a Céu Aberto de Resíduos Sólidos",1998,1.55200751118299,5
"1536","5.D.   Tratamento e Despejo de Águas Residuárias",1998,21.3820853113658,5
"1537","5.D.1.     Águas residuárias domésticas",1998,19.1107998892502,5
"1538","5.D.2.     Águas residuárias industriais",1998,2.27128542211555,5
"1539","5.E.   Outro",1998,NA,5
"1540","1. Energia",1999,284.210923910357,1
"1541","1.A.   Atividades de Queima de Combustíveis (abordagem setorial)",1999,272.126608219432,1
"1542","1.A.1.     Indústrias de Energia",1999,39.6894678964195,1
"1543","1.A.1.a.       Produção de eletricidade e calor como atividade principal",1999,19.2861805642259,1
"1544","1.A.1.b.       Refino de petróleo",1999,13.6803948420882,1
"1545","1.A.1.c.       Produção de combustíveis sólidos e outras indústrias de energia",1999,6.72289249010539,1
"1546","1.A.2.     Indústrias de Transformação e Construção",1999,59.6794327069406,1
"1547","1.A.2.a.       Ferro e aço",1999,5.35719972890259,1
"1548","1.A.2.b.       Metais não ferrosos",1999,3.86982051067981,1
"1549","1.A.2.c.       Produtos quimicos",1999,14.6413842188893,1
"1550","1.A.2.d.       Celulose, papel e impressão",1999,4.93152150962676,1
"1551","1.A.2.e.       Processamento de alimentos, bebidas e tabaco",1999,5.47133151765407,1
"1552","1.A.2.f.       Minerais não metálicos",1999,13.372287619104,1
"1553","1.A.2.g.       Equipamentos de transporte",1999,6.19740716764635,1
"1554","1.A.2.i.       Mineração (exceto combustíveis) e extração",1999,4.63975906659395,1
"1555","1.A.2.l.       Têxtil e couro",1999,1.19872136784374,1
"1556","1.A.3.     Transporte",1999,126.862129116747,1
"1557","1.A.3.a.ii.          Aviação doméstica",1999,7.8826552122631,1
"1558","1.A.3.b.       Transporte rodoviário",1999,114.246082992188,1
"1559","1.A.3.c.       Transporte Ferroviário",1999,1.1967558137081,1
"1560","1.A.3.d.ii.          Navegação doméstica",1999,3.53663509858748,1
"1561","1.A.3.e.       Outros transportes",1999,0,1
"1562","1.A.4.     Outros Setores",1999,44.8179767135749,1
"1563","1.A.4.a.       Comercial / institucional",1999,4.52202403064207,1
"1564","1.A.4.b.       Residencial",1999,25.0388615019873,1
"1565","1.A.4.c.       Agricultura / silvicultura / pesca / piscicultura",1999,15.2570911809455,1
"1566","1.A.5.     Não Especificado",1999,1.07760178575026,1
"1567","1.B.   Emissões Fugitivas a Partir da Produção de Combustíveis",1999,12.0843156909249,1
"1568","1.B.1.     Combustíveis sólidos",1999,1.11641675421,1
"1569","1.B.2.     Petróleo e Gás Natural ",1999,10.9678989367149,1
"1570","1.C.   Transporte e armazenamento de CO2",1999,NA,1
"1571","2. Processos industriais e uso de produtos (IPPU)",1999,69.6325097846671,2
"1572","2.A.   Indústria Mineral",1999,21.3924917194965,2
"1573","2.A.1.     Produção de cimento",1999,16.4386569290999,2
"1574","2.A.2.     Produção de cal",1999,4.13326047244094,2
"1575","2.A.3.     Produção de vidro",1999,0.17433631875,2
"1576","2.A.4.     Outras utilizações de carbonatos em processos ",1999,0.64623799920561,2
"1577","2.B.   Indústria Química",1999,12.3963271610125,2
"1578","2.B.1.     Produção de amônia",1999,0.330256284014384,2
"1579","2.B.10.      Outros produtos químicos",1999,0,2
"1580","2.B.2.     Produção de ácido nítrico",1999,0.5458355498058,2
"1581","2.B.3.     Produção de ácido adípico",1999,4.4054766,2
"1582","2.B.4.     Caprolactama, glioxal e produção de ácido glioxílico",1999,0.12043773,2
"1583","2.B.5.     Produção de carbureto",1999,0.0398889739947575,2
"1584","2.B.6.     Produção de dióxido de titânio",1999,0,2
"1585","2.B.7.     Produção de carbonato de sódio",1999,0,2
"1586","2.B.8.     Produção de petroquímica e negro de fumo",1999,5.7496480231976,2
"1587","2.B.9.     Produção de fluoroquímicos",1999,1.204784,2
"1588","2.C.   Indústria Metalúrgica",1999,34.7454462911711,2
"1589","2.C.1.     Produção de ferro e aço",1999,30.3894305458582,2
"1590","2.C.2.     Produção de ferroligas",1999,0.492294824,2
"1591","2.C.3.     Produção de alumínio",1999,3.58354930955387,2
"1592","2.C.4.     Produção de magnésio",1999,0.280171611759017,2
"1593","2.C.7.     Outros não-ferrosos, fora alumínio e magnésio",1999,0,2
"1594","2.D.   Produtos Não Energéticos de Combustíveis e Solventes",1999,0.58386283416384,2
"1595","2.E.   Indústria Eletrônica",1999,0,2
"1596","2.F.   Usos de Produtos como Substitutos para Substâncias Destruidoras da Camada de Ozônio",1999,0.365397371823167,2
"1597","2.G.   Fabricação e Uso de Outros Produtos",1999,0.148984407,2
"1598","2.H.   Outros",1999,0,2
"1599","2.H.1.     Indústria de papel e celulose",1999,0,2
"1600","2.H.2.     Indústria de alimentos e bebidas",1999,0,2
"1601","2.H.2.a.       Alimentos",1999,0,2
"1602","2.H.2.b.       Bebidas",1999,0,2
"1603","3. Agropecuária",1999,425.060965693416,3
"1604","3.A.   Fermentação Entérica",1999,304.188255484857,3
"1605","3.A.1.     Bovinos",1999,294.797554052857,3
"1606","3.A.1.a.       Bovinos de corte",1999,249.784226868857,3
"1607","3.A.1.b.       Bovinos de leite",1999,45.013327184,3
"1608","3.A.2.     Ovinos",1999,2.0159944,3
"1609","3.A.3.     Suínos",1999,0.863481248,3
"1610","3.A.4.     Outros animais",1999,6.511225784,3
"1611","3.B.   Manejo de Dejetos Animais",1999,18.1824905924552,3
"1612","3.B.1.     Bovinos",1999,8.88434794325998,3
"1613","3.B.1.a.       Bovinos de corte",1999,5.93917084510143,3
"1614","3.B.1.b.       Bovinos de leite",1999,2.94517709815855,3
"1615","3.B.2.     Ovinos",1999,0.0714844452,3
"1616","3.B.3.     Suínos",1999,6.89803640652495,3
"1617","3.B.4.     Outros animais",1999,1.11557120853004,3
"1618","3.B.5.     Emissões indiretas de N2O",1999,1.21305058894024,3
"1619","3.B.5.a.       Bovinos",1999,0.347155403499011,3
"1620","3.B.5.a.i.         Bovinos de corte",1999,0.102091324596829,3
"1621","3.B.5.a.ii.          Bovinos de leite",1999,0.245064078902182,3
"1622","3.B.5.b.       Suínos ",1999,0.305909758593775,3
"1623","3.B.5.c.vii.           Aves",1999,0.559985426847458,3
"1624","3.C.   Cultivo de Arroz",1999,11.0399719012079,3
"1625","3.D.   Solos Manejados",1999,81.1258390503195,3
"1626","3.D.1.     Emissões diretas",1999,63.0462151549497,3
"1627","3.D.1.a.       Fertilizantes sintéticos",1999,5.60745374432636,3
"1628","3.D.1.b.       Adubos orgânicos",1999,2.60500405270273,3
"1629","3.D.1.c.       Deposição de dejetos em pastagem",1999,37.7438371307247,3
"1630","3.D.1.c.i.         Bovinos",1999,34.8354246738759,3
"1631","3.D.1.c.i.1.           Bovinos de corte",1999,26.7508517038373,3
"1632","3.D.1.c.i.2.           Bovino de leite",1999,8.08457297003864,3
"1633","3.D.1.c.ii.          Suínos ",1999,0.534861295190191,3
"1634","3.D.1.c.iii.           Outros animais",1999,2.37355116165857,3
"1635","3.D.1.d.       Resíduos agrícolas",1999,14.797539351106,3
"1636","3.D.1.d.i.         Soja",1999,2.36332672461341,3
"1637","3.D.1.d.ii.          Milho",1999,1.72701644596975,3
"1638","3.D.1.d.iii.           Cana-de-açúcar",1999,0.857444504614689,3
"1639","3.D.1.d.iv.          Arroz",1999,0.533802817803012,3
"1640","3.D.1.d.ix.          Outras culturas temporárias",1999,0.296469900851832,3
"1641","3.D.1.d.v.         Feijão",1999,0.309416571425384,3
"1642","3.D.1.d.vi.          Mandioca",1999,0.224170751463861,3
"1643","3.D.1.d.vii.           Trigo",1999,0.0978928009561275,3
"1644","3.D.1.d.viii.            Pastagens",1999,8.3879988334079,3
"1645","3.D.1.e.       Mineralização de N associada a perda de C do solo",1999,0.769558991268882,3
"1646","3.D.1.f.       Manejo de solos orgânicos",1999,1.52282188482105,3
"1647","3.D.2.     Emissões indiretas",1999,18.0796238953698,3
"1648","3.D.2.a.       Deposição atmosferica",1999,6.87946934762512,3
"1649","3.D.2.a.i.         Fertilizantes sintéticos",1999,1.25495555965546,3
"1650","3.D.2.a.ii.          Adubos orgânicos",1999,0.491075504800871,3
"1651","3.D.2.a.iii.           Deposição de dejetos diretamente no solo",1999,5.13343828316879,3
"1652","3.D.2.a.iii.1.             Bovinos",1999,4.64472328985012,3
"1653","3.D.2.a.iii.1.a.               Bovinos de corte",1999,3.56678022717831,3
"1654","3.D.2.a.iii.1.b.               Bovino de leite",1999,1.07794306267182,3
"1655","3.D.2.a.iii.2.             Suínos ",1999,0.0534861295190191,3
"1656","3.D.2.a.iii.3.             Outros animais",1999,0.435228863799645,3
"1657","3.D.2.b.       Lixiviação / escorrimento superficial",1999,11.2001545477447,3
"1658","3.D.2.b.i.         Fertilizantes sintéticos",1999,1.30523716125,3
"1659","3.D.2.b.ii.          Adubos orgânicos",1999,0.617202190895471,3
"1660","3.D.2.b.iii.           Deposição de dejetos diretamente no solo",1999,5.77511806856489,3
"1661","3.D.2.b.iii.1.             Bovinos",1999,5.22531370108139,3
"1662","3.D.2.b.iii.2.             Suínos ",1999,0.0601718957088965,3
"1663","3.D.2.b.iii.3.             Outros animais",1999,0.489632471774601,3
"1664","3.D.2.b.iv.          Resíduos agrícolas",1999,3.32944635399884,3
"1665","3.D.2.b.iv.1.            Soja",1999,0.531748513038016,3
"1666","3.D.2.b.iv.2.            Milho",1999,0.388578700343194,3
"1667","3.D.2.b.iv.3.            Cana-de-açúcar",1999,0.192925013538305,3
"1668","3.D.2.b.iv.4.            Arroz",1999,0.120105634005678,3
"1669","3.D.2.b.iv.5.            Feijão",1999,0.0696187285707114,3
"1670","3.D.2.b.iv.6.            Mandioca",1999,0.0504384190793686,3
"1671","3.D.2.b.iv.7.            Trigo",1999,0.0220258802151287,3
"1672","3.D.2.b.iv.8.            Pastagens",1999,1.88729973751678,3
"1673","3.D.2.b.iv.9.            Outras",1999,0.0667057276916621,3
"1674","3.D.2.b.v.         Mineralização de N associada a perda de C do solo",1999,0.173150773035499,3
"1675","3.E.   Queima prescrita de savanas",1999,NA,3
"1676","3.F.   Queima de resíduos agrícolas",1999,1.90884981270039,3
"1677","3.G.   Calagem",1999,7.29509733333333,3
"1678","3.H.   Aplicação de Ureia",1999,1.32046151854318,3
"1679","3.I.   Outros fertilizantes Contendo Carbono",1999,NA,3
"1680","3.J.   Outro",1999,NA,3
"1681","4. Uso da Terra, Mudança do Uso da Terra e Florestas (LULUCF)",1999,1135.11097677446,4
"1682","4.A.   Floresta",1999,-177.264896345734,4
"1683","4.A.1.     Floresta permanecendo Floresta",1999,-159.137915568656,4
"1684","4.A.2.     Área convertida para floresta",1999,-18.126980777078,4
"1685","4.B.   Agricultura",1999,100.236342008191,4
"1686","4.B.1.     Agricultura permanecendo agricultura",1999,0,4
"1687","4.B.2.     Área convertida para agricultura",1999,100.236342008191,4
"1688","4.C.   Campos/Pastagem permanecendo Campos/Pastagem",1999,1227.1257151623,4
"1689","4.C.1.     Campos/Pastagem permanecendo Campos/Pastagem",1999,13.7841380845336,4
"1690","4.C.2.     Área convertida para Campos/Pastagem",1999,1213.34157707777,4
"1691","4.D.   Área Alagada",1999,9.64860413436571,4
"1692","4.D.1.     Área alagada permanecendo área alagada",1999,0,4
"1693","4.D.2.     Área convertida para área alagada",1999,9.64860413436571,4
"1694","4.E.   Assentamentos",1999,8.53417618491214,4
"1695","4.E.1.     Assentamentos permanecendo assentamentos",1999,0,4
"1696","4.E.2.     Área convertida para assentamentos",1999,8.53417618491214,4
"1697","4.F.   Outras Terras",1999,1.66321563443531,4
"1698","4.F.1.     Outras terras permanecendo outras terras",1999,0,4
"1699","4.F.2.     Área convertida para outras terras",1999,1.66321563443531,4
"1700","4.G.   Produtos Florestais Madeireiros",1999,-34.8321800040126,4
"1701","5. Resíduos",1999,52.5660339366062,5
"1702","5.A.   Disposição de Resíduos Sólidos",1999,28.9319672017122,5
"1703","5.A.1.     Locais Manejados",1999,10.7569740147639,5
"1704","5.A.3.     Locais Não Categorizados",1999,18.1749931869483,5
"1705","5.B.   Tratamento Biológico de Resíduos Sólidos",1999,0.0372445856849449,5
"1706","5.C.   Incineração e Queima a Céu Aberto de Resíduos Sólidos",1999,1.70924333847836,5
"1707","5.D.   Tratamento e Despejo de Águas Residuárias",1999,21.8875788107306,5
"1708","5.D.1.     Águas residuárias domésticas",1999,19.4763521567172,5
