"","year","iso3c","gdp","continent"
"3962",1978,"IRQ",26359581946.841,"Asia"
"3963",1978,"ISL",NA,"Europe"
"3964",1978,"ISR",NA,"Asia"
"3965",1978,"ITA",1121868940512.39,"Europe"
"3966",1978,"JAM",8871545692.13806,"Americas"
"3967",1978,"JOR",7116279957.47596,"Asia"
"3968",1978,"JPN",2083485961714.12,"Asia"
"3969",1978,"KAZ",NA,"Asia"
"3970",1978,"KEN",17977212546.2907,"Africa"
"3971",1978,"KGZ",NA,"Asia"
"3972",1978,"KHM",NA,"Asia"
"3973",1978,"KIR",157990210.767394,"Oceania"
"3974",1978,"KNA",211676741.845261,"Americas"
"3975",1978,"KOR",144665000232.063,"Asia"
"3976",1978,"KWT",NA,"Asia"
"3977",1978,"LAO",NA,"Asia"
"3978",1978,"LBN",NA,"Asia"
"3979",1978,"LBR",NA,"Africa"
"3980",1978,"LBY",NA,"Africa"
"3981",1978,"LCA",533896255.986309,"Americas"
"3982",1978,"LIE",NA,"Europe"
"3983",1978,"LKA",12793570440.7401,"Asia"
"3984",1978,"LSO",646880227.787699,"Africa"
"3985",1978,"LTU",NA,"Europe"
"3986",1978,"LUX",15061976398.7917,"Europe"
"3987",1978,"LVA",NA,"Europe"
"3988",1978,"MAC",NA,"Asia"
"3989",1978,"MAF",NA,"Americas"
"3990",1978,"MAR",22360026542.8458,"Africa"
"3991",1978,"MCO",2407536267.18497,"Europe"
"3992",1978,"MDA",NA,"Europe"
"3993",1978,"MDG",5563543373.04748,"Africa"
"3994",1978,"MDV",NA,"Asia"
"3995",1978,"MEX",434141139975.766,"Americas"
"3996",1978,"MHL",NA,"Oceania"
"3997",1978,"MKD",NA,"Europe"
"3998",1978,"MLI",3095237262.37825,"Africa"
"3999",1978,"MLT",2057251525.57417,"Europe"
"4000",1978,"MMR",5805982029.13478,"Asia"
"4001",1978,"MNE",NA,"Europe"
"4002",1978,"MNG",NA,"Asia"
"4003",1978,"MNP",NA,"Oceania"
"4004",1978,"MOZ",NA,"Africa"
"4005",1978,"MRT",2199121780.28394,"Africa"
"4006",1978,"MUS",2356796837.3236,"Africa"
"4007",1978,"MWI",1795201847.80204,"Africa"
"4008",1978,"MYS",35542898191.6774,"Asia"
"4009",1978,"NAM",NA,"Africa"
"4010",1978,"NCL",NA,"Oceania"
"4011",1978,"NER",3709414424.38064,"Africa"
"4012",1978,"NGA",142553728761.25,"Africa"
"4013",1978,"NIC",7823211204.6148,"Americas"
"4014",1978,"NLD",360715581873.623,"Europe"
"4015",1978,"NOR",149967634597.499,"Europe"
"4016",1978,"NPL",5209957887.06349,"Asia"
"4017",1978,"NRU",NA,"Oceania"
"4018",1978,"NZL",70405735106.9579,"Oceania"
"4019",1978,"OMN",9795890408.10191,"Asia"
"4020",1978,"PAK",47324171439.3041,"Asia"
"4021",1978,"PAN",9386067320.70065,"Americas"
"4022",1978,"PER",59783795861.6148,"Americas"
"4023",1978,"PHL",80769869288.922,"Asia"
"4024",1978,"PLW",NA,"Oceania"
"4025",1978,"PNG",6539571485.09347,"Oceania"
"4026",1978,"POL",NA,"Europe"
"4027",1978,"PRI",46540399839.2093,"Americas"
"4028",1978,"PRK",NA,"Asia"
"4029",1978,"PRT",95576117652.2141,"Europe"
"4030",1978,"PRY",8777684565.68225,"Americas"
"4031",1978,"PSE",NA,"Asia"
"4032",1978,"PYF",NA,"Oceania"
"4033",1978,"QAT",NA,"Asia"
"4034",1978,"ROU",NA,"Europe"
"4035",1978,"RUS",NA,"Europe"
"4036",1978,"RWA",1821208838.49452,"Africa"
"4037",1978,"SAU",289980105126.059,"Asia"
"4038",1978,"SDN",17759256094.4641,"Africa"
"4039",1978,"SEN",5317543776.11918,"Africa"
"4040",1978,"SGP",27902385801.5711,"Asia"
"4041",1978,"SLB",NA,"Oceania"
"4042",1978,"SLE",1998463492.69063,"Africa"
"4043",1978,"SLV",15524828551.439,"Americas"
"4044",1978,"SMR",NA,"Europe"
"4045",1978,"SOM",NA,"Africa"
"4046",1978,"SRB",NA,"Europe"
"4047",1978,"SSD",NA,"Africa"
"4048",1978,"STP",NA,"Africa"
"4049",1978,"SUR",2944199260.17283,"Americas"
"4050",1978,"SVK",NA,"Europe"
"4051",1978,"SVN",NA,"Europe"
"4052",1978,"SWE",225498274547.564,"Europe"
"4053",1978,"SWZ",661056742.15004,"Africa"
"4054",1978,"SXM",NA,"Americas"
"4055",1978,"SYC",390464511.905584,"Africa"
"4056",1978,"SYR",8878477560.08244,"Asia"
"4057",1978,"TCA",NA,"Americas"
"4058",1978,"TCD",2037767250.61139,"Africa"
"4059",1978,"TGO",1661910450.94798,"Africa"
"4060",1978,"THA",61049803550.6608,"Asia"
"4061",1978,"TJK",NA,"Asia"
"4062",1978,"TKM",NA,"Asia"
"4063",1978,"TLS",NA,"Asia"
"4064",1978,"TON",NA,"Oceania"
"4065",1978,"TTO",8589993088.9959,"Americas"
"4066",1978,"TUN",10834133378.0765,"Africa"
"4067",1978,"TUR",178799264059.313,"Asia"
"4068",1978,"TUV",NA,"Oceania"
"4069",1978,"TZA",NA,"Africa"
"4070",1978,"UGA",NA,"Africa"
"4071",1978,"UKR",NA,"Europe"
"4072",1978,"URY",21369254341.1802,"Americas"
"4073",1978,"USA",6876771488000,"Americas"
"4074",1978,"UZB",NA,"Asia"
"4075",1978,"VCT",231668958.35676,"Americas"
"4076",1978,"VEN",NA,"Americas"
"4077",1978,"VGB",NA,"Americas"
"4078",1978,"VIR",NA,"Americas"
"4079",1978,"VNM",NA,"Asia"
"4080",1978,"VUT",NA,"Oceania"
"4081",1978,"WSM",NA,"Oceania"
"4082",1978,"YEM",NA,"Asia"
"4083",1978,"ZAF",144031627983.173,"Africa"
"4084",1978,"ZMB",6172984906.577,"Africa"
"4085",1978,"ZWE",9315975065.7697,"Africa"
"4086",1979,"ABW",NA,"Americas"
"4087",1979,"AFG",NA,"Asia"
"4088",1979,"AGO",NA,"Africa"
"4089",1979,"ALB",NA,"Europe"
"4090",1979,"AND",1200156310.43362,"Europe"
"4091",1979,"ARE",91827237926.2856,"Asia"
"4092",1979,"ARG",283535234200.774,"Americas"
"4093",1979,"ARM",NA,"Asia"
"4094",1979,"ASM",NA,"Oceania"
"4095",1979,"ATG",390652456.233093,"Americas"
"4096",1979,"AUS",439053871064.253,"Oceania"
"4097",1979,"AUT",189311747857.845,"Europe"
"4098",1979,"AZE",NA,"Asia"
"4099",1979,"BDI",1527682077.72451,"Africa"
"4100",1979,"BEL",230173687424.147,"Europe"
"4101",1979,"BEN",2696279536.50696,"Africa"
"4102",1979,"BFA",2135478942.38886,"Africa"
"4103",1979,"BGD",35364513430.9367,"Asia"
"4104",1979,"BGR",NA,"Europe"
"4105",1979,"BHR",NA,"Asia"
"4106",1979,"BHS",5984377100.94707,"Americas"
"4107",1979,"BIH",NA,"Europe"
"4108",1979,"BLR",NA,"Europe"
"4109",1979,"BLZ",319256106.447618,"Americas"
"4110",1979,"BMU",4215804962.84216,"Americas"
"4111",1979,"BOL",11997956696.7785,"Americas"
"4112",1979,"BRA",718459600555.531,"Americas"
"4113",1979,"BRB",3420704181.24354,"Americas"
"4114",1979,"BRN",11741736030.6392,"Asia"
"4115",1979,"BTN",NA,"Asia"
"4116",1979,"BWA",1482638013.95648,"Africa"
"4117",1979,"CAF",1410605198.19004,"Africa"
"4118",1979,"CAN",NA,"Americas"
"4119",1979,"CHE",NA,"Europe"
"4120",1979,"CHL",50427633455.6366,"Americas"
"4121",1979,"CHN",392055467396.687,"Asia"
"4122",1979,"CIV",23791044993.1273,"Africa"
"4123",1979,"CMR",11337071763.4672,"Africa"
"4124",1979,"COD",26355373788.6736,"Africa"
"4125",1979,"COG",2971696015.4589,"Africa"
"4126",1979,"COL",82771902522.4992,"Americas"
"4127",1979,"COM",NA,"Africa"
"4128",1979,"CPV",NA,"Africa"
"4129",1979,"CRI",14739379973.1703,"Americas"
"4130",1979,"CUB",37165871991.9382,"Americas"
"4131",1979,"CUW",NA,"Americas"
"4132",1979,"CYM",NA,"Americas"
"4133",1979,"CYP",5134673757.99055,"Asia"
"4134",1979,"CZE",NA,"Europe"
"4135",1979,"DEU",1834028294899.71,"Europe"
"4136",1979,"DJI",NA,"Africa"
"4137",1979,"DMA",191326788.960031,"Americas"
"4138",1979,"DNK",165111596943.141,"Europe"
"4139",1979,"DOM",14641172211.6514,"Americas"
"4140",1979,"DZA",60768171201.5106,"Africa"
"4141",1979,"ECU",32584624145.8131,"Americas"
"4142",1979,"EGY",57185627386.4369,"Africa"
"4143",1979,"ERI",NA,"Africa"
"4144",1979,"ESP",540001552375.975,"Europe"
"4145",1979,"EST",NA,"Europe"
"4146",1979,"ETH",NA,"Africa"
"4147",1979,"FIN",108444117077.274,"Europe"
"4148",1979,"FJI",2341389381.19424,"Oceania"
"4149",1979,"FRA",1279530548778.59,"Europe"
"4150",1979,"FRO",NA,"Europe"
"4151",1979,"FSM",NA,"Oceania"
"4152",1979,"GAB",6701028969.22081,"Africa"
"4153",1979,"GBR",1378296741844.15,"Europe"
"4154",1979,"GEO",16928230216.586,"Asia"
"4155",1979,"GHA",10590267028.772,"Africa"
"4156",1979,"GIB",NA,"Europe"
"4157",1979,"GIN",NA,"Africa"
"4158",1979,"GMB",458258683.410621,"Africa"
"4159",1979,"GNB",477450011.474611,"Africa"
"4160",1979,"GNQ",NA,"Africa"
"4161",1979,"GRC",146795347942.938,"Europe"
"4162",1979,"GRD",328094816.155561,"Americas"
"4163",1979,"GRL",1247440737.49458,"Americas"
"4164",1979,"GTM",21859302107.4257,"Americas"
"4165",1979,"GUM",NA,"Oceania"
"4166",1979,"GUY",2472033983.35386,"Americas"
"4167",1979,"HKG",57722763322.5657,"Asia"
"4168",1979,"HND",6428813890.64335,"Americas"
"4169",1979,"HRV",NA,"Europe"
"4170",1979,"HTI",11211290213.9584,"Americas"
"4171",1979,"HUN",NA,"Europe"
"4172",1979,"IDN",143933699723.414,"Asia"
"4173",1979,"IMN",NA,"Europe"
"4174",1979,"IND",253844187414.885,"Asia"
"4175",1979,"IRL",54736167552.9323,"Europe"
"4176",1979,"IRN",205748047913.529,"Asia"
"4177",1979,"IRQ",31860630434.3577,"Asia"
"4178",1979,"ISL",NA,"Europe"
"4179",1979,"ISR",NA,"Asia"
"4180",1979,"ITA",1188722899231.18,"Europe"
"4181",1979,"JAM",8777503642.31792,"Americas"
"4182",1979,"JOR",8596673220.5112,"Asia"
"4183",1979,"JPN",2197745203430.88,"Asia"
"4184",1979,"KAZ",NA,"Asia"
"4185",1979,"KEN",19346217917.6687,"Africa"
"4186",1979,"KGZ",NA,"Asia"
"4187",1979,"KHM",NA,"Asia"
"4188",1979,"KIR",139687053.972991,"Oceania"
"4189",1979,"KNA",227759252.801383,"Americas"
"4190",1979,"KOR",157209230368.008,"Asia"
"4191",1979,"KWT",NA,"Asia"
"4192",1979,"LAO",NA,"Asia"
"4193",1979,"LBN",NA,"Asia"
"4194",1979,"LBR",NA,"Africa"
"4195",1979,"LBY",NA,"Africa"
"4196",1979,"LCA",554145522.980046,"Americas"
"4197",1979,"LIE",NA,"Europe"
"4198",1979,"LKA",13612814006.6805,"Asia"
"4199",1979,"LSO",665600416.170202,"Africa"
"4200",1979,"LTU",NA,"Europe"
"4201",1979,"LUX",15415271839.2542,"Europe"
"4202",1979,"LVA",NA,"Europe"
"4203",1979,"MAC",NA,"Asia"
"4204",1979,"MAF",NA,"Americas"
"4205",1979,"MAR",23431918634.3127,"Africa"
"4206",1979,"MCO",2492623532.59936,"Europe"
"4207",1979,"MDA",NA,"Europe"
"4208",1979,"MDG",6111811116.20726,"Africa"
"4209",1979,"MDV",NA,"Asia"
"4210",1979,"MEX",476244886369.1,"Americas"
"4211",1979,"MHL",NA,"Oceania"
"4212",1979,"MKD",NA,"Europe"
"4213",1979,"MLI",3417008137.07717,"Africa"
"4214",1979,"MLT",2273073116.60934,"Europe"
"4215",1979,"MMR",6144980075.92405,"Asia"
"4216",1979,"MNE",NA,"Europe"
"4217",1979,"MNG",NA,"Asia"
"4218",1979,"MNP",NA,"Oceania"
"4219",1979,"MOZ",NA,"Africa"
"4220",1979,"MRT",2304460589.62159,"Africa"
"4221",1979,"MUS",2439674204.91858,"Africa"
"4222",1979,"MWI",1874121680.98133,"Africa"
"4223",1979,"MYS",38865839262.1232,"Asia"
"4224",1979,"NAM",NA,"Africa"
"4225",1979,"NCL",NA,"Oceania"
"4226",1979,"NER",3974526127.36147,"Africa"
"4227",1979,"NGA",152189549601.911,"Africa"
"4228",1979,"NIC",5751719627.29013,"Americas"
"4229",1979,"NLD",367980992942.211,"Europe"
"4230",1979,"NOR",156525038751.679,"Europe"
"4231",1979,"NPL",5333375422.54583,"Asia"
"4232",1979,"NRU",NA,"Oceania"
"4233",1979,"NZL",71949484474.9734,"Oceania"
"4234",1979,"OMN",10220223062.2157,"Asia"
"4235",1979,"PAK",49102819931.1922,"Asia"
"4236",1979,"PAN",9809824896.46423,"Americas"
"4237",1979,"PER",62229401834.0425,"Americas"
"4238",1979,"PHL",85289404733.3071,"Asia"
"4239",1979,"PLW",NA,"Oceania"
"4240",1979,"PNG",6659402299.53286,"Oceania"
"4241",1979,"POL",NA,"Europe"
"4242",1979,"PRI",50220267663.4252,"Americas"
"4243",1979,"PRK",NA,"Asia"
"4244",1979,"PRT",100965595499.974,"Europe"
"4245",1979,"PRY",9818906409.64739,"Americas"
"4246",1979,"PSE",NA,"Asia"
"4247",1979,"PYF",NA,"Oceania"
"4248",1979,"QAT",NA,"Asia"
"4249",1979,"ROU",NA,"Europe"
"4250",1979,"RUS",NA,"Europe"
"4251",1979,"RWA",2037384652.81295,"Africa"
"4252",1979,"SAU",324544085284.56,"Asia"
"4253",1979,"SDN",16867990187.2621,"Africa"
"4254",1979,"SEN",5689861473.77087,"Africa"
"4255",1979,"SGP",30568228105.9063,"Asia"
"4256",1979,"SLB",NA,"Oceania"
"4257",1979,"SLE",2088619488.91444,"Africa"
"4258",1979,"SLV",14875849509.3537,"Americas"
"4259",1979,"SMR",NA,"Europe"
"4260",1979,"SOM",NA,"Africa"
"4261",1979,"SRB",NA,"Europe"
"4262",1979,"SSD",NA,"Africa"
"4263",1979,"STP",NA,"Africa"
"4264",1979,"SUR",2926534064.61179,"Americas"
"4265",1979,"SVK",NA,"Europe"
"4266",1979,"SVN",NA,"Europe"
"4267",1979,"SWE",234157416129.864,"Europe"
"4268",1979,"SWZ",681595411.886172,"Africa"
"4269",1979,"SXM",NA,"Americas"
"4270",1979,"SYC",452135806.916845,"Africa"
"4271",1979,"SYR",8957317448.48943,"Asia"
"4272",1979,"TCA",NA,"Americas"
"4273",1979,"TCD",1600847787.51187,"Africa"
"4274",1979,"TGO",1576027195.9124,"Africa"
"4275",1979,"THA",64329256453.7681,"Asia"
"4276",1979,"TJK",NA,"Asia"
"4277",1979,"TKM",NA,"Asia"
"4278",1979,"TLS",NA,"Asia"
"4279",1979,"TON",NA,"Oceania"
"4280",1979,"TTO",8899178509.35132,"Americas"
"4281",1979,"TUN",11545667381.6287,"Africa"
"4282",1979,"TUR",177683353588.86,"Asia"
"4283",1979,"TUV",NA,"Oceania"
"4284",1979,"TZA",NA,"Africa"
"4285",1979,"UGA",NA,"Africa"
"4286",1979,"UKR",NA,"Europe"
"4287",1979,"URY",22693959362.3582,"Americas"
"4288",1979,"USA",7094500066000,"Americas"
"4289",1979,"UZB",NA,"Asia"
"4290",1979,"VCT",239505988.401378,"Americas"
"4291",1979,"VEN",NA,"Americas"
"4292",1979,"VGB",NA,"Americas"
"4293",1979,"VIR",NA,"Americas"
"4294",1979,"VNM",NA,"Asia"
"4295",1979,"VUT",332992387.580994,"Oceania"
"4296",1979,"WSM",NA,"Oceania"
"4297",1979,"YEM",NA,"Asia"
"4298",1979,"ZAF",149491152332.371,"Africa"
"4299",1979,"ZMB",5986318100.43461,"Africa"
"4300",1979,"ZWE",9623126061.48612,"Africa"
"4301",1980,"ABW",NA,"Americas"
"4302",1980,"AFG",NA,"Asia"
"4303",1980,"AGO",29612271580.7811,"Africa"
"4304",1980,"ALB",4650625160.56601,"Europe"
"4305",1980,"AND",1226664494.18849,"Europe"
"4306",1980,"ARE",113750784287.714,"Asia"
"4307",1980,"ARG",287841521828.722,"Americas"
"4308",1980,"ARM",NA,"Asia"
"4309",1980,"ASM",NA,"Oceania"
"4310",1980,"ATG",422535286.105259,"Americas"
"4311",1980,"AUS",452380909091.713,"Oceania"
"4312",1980,"AUT",192589653502.591,"Europe"
"4313",1980,"AZE",NA,"Asia"
"4314",1980,"BDI",1542822258.41762,"Africa"
"4315",1980,"BEL",240402730102.557,"Europe"
"4316",1980,"BEN",2879134847.99149,"Africa"
"4317",1980,"BFA",2152496122.90425,"Africa"
"4318",1980,"BGD",35654198967.1819,"Asia"
"4319",1980,"BGR",30380970883.0615,"Europe"
"4320",1980,"BHR",7719989594.2972,"Asia"
"4321",1980,"BHS",6373079264.89301,"Americas"
"4322",1980,"BIH",NA,"Europe"
"4323",1980,"BLR",NA,"Europe"
"4324",1980,"BLZ",362153533.481736,"Americas"
"4325",1980,"BMU",4550705357.08662,"Americas"
"4326",1980,"BOL",11833371711.2865,"Americas"
"4327",1980,"BRA",784557883806.638,"Americas"
"4328",1980,"BRB",3570293792.18768,"Americas"
"4329",1980,"BRN",10920201635.4071,"Asia"
"4330",1980,"BTN",163460690.510676,"Asia"
"4331",1980,"BWA",1660360370.52724,"Africa"
"4332",1980,"CAF",1347429285.79271,"Africa"
"4333",1980,"CAN",NA,"Americas"
"4334",1980,"CHE",378450515821.263,"Europe"
"4335",1980,"CHL",54455097296.6825,"Americas"
"4336",1980,"CHN",422769661255.457,"Asia"
"4337",1980,"CIV",21184094306.3578,"Africa"
"4338",1980,"CMR",11114265236.6097,"Africa"
"4339",1980,"COD",26933851294.0447,"Africa"
"4340",1980,"COG",3495802317.75473,"Africa"
"4341",1980,"COL",86155082920.5431,"Americas"
"4342",1980,"COM",396530230.418472,"Africa"
"4343",1980,"CPV",172138338.411199,"Africa"
"4344",1980,"CRI",14850204693.6185,"Americas"
"4345",1980,"CUB",35363534232.0066,"Americas"
"4346",1980,"CUW",NA,"Americas"
"4347",1980,"CYM",NA,"Americas"
"4348",1980,"CYP",5430084103.90635,"Asia"
"4349",1980,"CZE",NA,"Europe"
"4350",1980,"DEU",1859866610705.49,"Europe"
"4351",1980,"DJI",NA,"Africa"
"4352",1980,"DMA",216932401.861856,"Americas"
"4353",1980,"DNK",164314130489.675,"Europe"
"4354",1980,"DOM",15807888939.8321,"Americas"
"4355",1980,"DZA",61248608600.3829,"Africa"
"4356",1980,"ECU",33793084551.9767,"Americas"
"4357",1980,"EGY",62910668706.5594,"Africa"
"4358",1980,"ERI",NA,"Africa"
"4359",1980,"ESP",551928719362.065,"Europe"
"4360",1980,"EST",NA,"Europe"
"4361",1980,"ETH",NA,"Africa"
"4362",1980,"FIN",114288222469.859,"Europe"
"4363",1980,"FJI",2303846210.80917,"Oceania"
"4364",1980,"FRA",1299731076666.48,"Europe"
"4365",1980,"FRO",NA,"Europe"
"4366",1980,"FSM",NA,"Oceania"
"4367",1980,"GAB",6872102027.72108,"Africa"
"4368",1980,"GBR",1350298465803.93,"Europe"
"4369",1980,"GEO",17702911106.8706,"Asia"
"4370",1980,"GHA",10640220888.6528,"Africa"
"4371",1980,"GIB",NA,"Europe"
"4372",1980,"GIN",NA,"Africa"
"4373",1980,"GMB",486991867.670496,"Africa"
"4374",1980,"GNB",401284075.064376,"Africa"
"4375",1980,"GNQ",132086051.080037,"Africa"
"4376",1980,"GRC",147789344607.008,"Europe"
"4377",1980,"GRD",326340217.414506,"Americas"
"4378",1980,"GRL",1355668774.07381,"Americas"
"4379",1980,"GTM",22681207093.4547,"Americas"
"4380",1980,"GUM",NA,"Oceania"
"4381",1980,"GUY",2514896326.63382,"Americas"
"4382",1980,"HKG",63557446235.5401,"Asia"
"4383",1980,"HND",6467345247.18503,"Americas"
"4384",1980,"HRV",NA,"Europe"
"4385",1980,"HTI",12038087879.0553,"Americas"
"4386",1980,"HUN",NA,"Europe"
"4387",1980,"IDN",158154460835.886,"Asia"
"4388",1980,"IMN",NA,"Europe"
"4389",1980,"IND",270942678838.349,"Asia"
"4390",1980,"IRL",56421674007.8714,"Europe"
"4391",1980,"IRN",149518016947.142,"Asia"
"4392",1980,"IRQ",39747323863.6176,"Asia"
"4393",1980,"ISL",NA,"Europe"
"4394",1980,"ISR",NA,"Asia"
"4395",1980,"ITA",1229496289796.81,"Europe"
"4396",1980,"JAM",8275943106.37882,"Americas"
"4397",1980,"JOR",9558197921.26467,"Asia"
"4398",1980,"JPN",2259668679047.66,"Asia"
"4399",1980,"KAZ",NA,"Asia"
"4400",1980,"KEN",20428053820.5007,"Africa"
"4401",1980,"KGZ",NA,"Asia"
"4402",1980,"KHM",NA,"Asia"
"4403",1980,"KIR",116627888.975515,"Oceania"
"4404",1980,"KNA",246982409.411576,"Americas"
"4405",1980,"KOR",154622057494.204,"Asia"
"4406",1980,"KWT",NA,"Asia"
"4407",1980,"LAO",NA,"Asia"
"4408",1980,"LBN",NA,"Asia"
"4409",1980,"LBR",NA,"Africa"
"4410",1980,"LBY",NA,"Africa"
"4411",1980,"LCA",541840565.96433,"Americas"
"4412",1980,"LIE",NA,"Europe"
"4413",1980,"LKA",14408622723.0338,"Asia"
"4414",1980,"LSO",647331154.12653,"Africa"
"4415",1980,"LTU",NA,"Europe"
"4416",1980,"LUX",15544896237.1388,"Europe"
"4417",1980,"LVA",NA,"Europe"
"4418",1980,"MAC",NA,"Asia"
"4419",1980,"MAF",NA,"Americas"
"4420",1980,"MAR",24285347729.8959,"Africa"
"4421",1980,"MCO",2534635641.21832,"Europe"
"4422",1980,"MDA",NA,"Europe"
"4423",1980,"MDG",6170038804.48383,"Africa"
"4424",1980,"MDV",NA,"Asia"
"4425",1980,"MEX",520217776787.932,"Americas"
"4426",1980,"MHL",NA,"Oceania"
"4427",1980,"MKD",NA,"Europe"
"4428",1980,"MLI",3269193836.75659,"Africa"
"4429",1980,"MLT",2433318207.03429,"Europe"
"4430",1980,"MMR",6550831351.6369,"Asia"
"4431",1980,"MNE",NA,"Europe"
"4432",1980,"MNG",NA,"Asia"
"4433",1980,"MNP",NA,"Oceania"
"4434",1980,"MOZ",2817483494.79467,"Africa"
"4435",1980,"MRT",2382148800.52897,"Africa"
"4436",1980,"MUS",2194212276.71175,"Africa"
"4437",1980,"MWI",1881744603.69435,"Africa"
"4438",1980,"MYS",41758167698.0876,"Asia"
"4439",1980,"NAM",3477744830.73414,"Africa"
"4440",1980,"NCL",NA,"Oceania"
"4441",1980,"NER",3876950075.132,"Africa"
"4442",1980,"NGA",158588863033.604,"Africa"
"4443",1980,"NIC",6016973537.94566,"Americas"
"4444",1980,"NLD",372918981904.13,"Europe"
"4445",1980,"NOR",163669856360.442,"Europe"
"4446",1980,"NPL",5209673422.15825,"Asia"
"4447",1980,"NRU",NA,"Oceania"
"4448",1980,"NZL",72873234889.0323,"Oceania"
"4449",1980,"OMN",10837058913.5201,"Asia"
"4450",1980,"PAK",54119018689.3169,"Asia"
"4451",1980,"PAN",11093389642.7722,"Americas"
"4452",1980,"PER",65927903901.4008,"Americas"
"4453",1980,"PHL",89725060255.1701,"Asia"
"4454",1980,"PLW",NA,"Oceania"
"4455",1980,"PNG",6506006217.40988,"Oceania"
"4456",1980,"POL",NA,"Europe"
"4457",1980,"PRI",52351347298.0358,"Americas"
"4458",1980,"PRK",NA,"Asia"
"4459",1980,"PRT",105599249883.44,"Europe"
"4460",1980,"PRY",10968911058.3448,"Americas"
"4461",1980,"PSE",NA,"Asia"
"4462",1980,"PYF",NA,"Oceania"
"4463",1980,"QAT",NA,"Asia"
"4464",1980,"ROU",NA,"Europe"
"4465",1980,"RUS",NA,"Europe"
"4466",1980,"RWA",2219763428.61915,"Africa"
"4467",1980,"SAU",342888802103.134,"Asia"
"4468",1980,"SDN",17125110673.4931,"Africa"
"4469",1980,"SEN",5916759605.78595,"Africa"
"4470",1980,"SGP",33659659586.849,"Asia"
"4471",1980,"SLB",547373489.117051,"Oceania"
"4472",1980,"SLE",2189781852.31465,"Africa"
"4473",1980,"SLV",12519981409.9849,"Americas"
"4474",1980,"SMR",NA,"Europe"
"4475",1980,"SOM",NA,"Africa"
"4476",1980,"SRB",NA,"Europe"
"4477",1980,"SSD",NA,"Africa"
"4478",1980,"STP",NA,"Africa"
"4479",1980,"SUR",2668999066.92596,"Americas"
"4480",1980,"SVK",NA,"Europe"
"4481",1980,"SVN",NA,"Europe"
"4482",1980,"SWE",238138025327.291,"Europe"
"4483",1980,"SWZ",766447580.311598,"Africa"
"4484",1980,"SXM",NA,"Americas"
"4485",1980,"SYC",432926715.028092,"Africa"
"4486",1980,"SYR",10256855539.7892,"Asia"
"4487",1980,"TCA",NA,"Americas"
"4488",1980,"TCD",1504033784.15723,"Africa"
"4489",1980,"TGO",1805763988.47931,"Africa"
"4490",1980,"THA",67657356915.0781,"Asia"
"4491",1980,"TJK",NA,"Asia"
"4492",1980,"TKM",NA,"Asia"
"4493",1980,"TLS",NA,"Asia"
"4494",1980,"TON",NA,"Oceania"
"4495",1980,"TTO",9823875252.07903,"Americas"
"4496",1980,"TUN",12402210379.189,"Africa"
"4497",1980,"TUR",173334819278.224,"Asia"
"4498",1980,"TUV",NA,"Oceania"
"4499",1980,"TZA",NA,"Africa"
"4500",1980,"UGA",NA,"Africa"
"4501",1980,"UKR",NA,"Europe"
"4502",1980,"URY",24020058388.2092,"Americas"
"4503",1980,"USA",7076284960000,"Americas"
"4504",1980,"UZB",NA,"Asia"
"4505",1980,"VCT",245357604.074108,"Americas"
"4506",1980,"VEN",NA,"Americas"
"4507",1980,"VGB",NA,"Americas"
"4508",1980,"VIR",NA,"Americas"
"4509",1980,"VNM",NA,"Asia"
"4510",1980,"VUT",295031899.042488,"Oceania"
"4511",1980,"WSM",NA,"Oceania"
"4512",1980,"YEM",NA,"Asia"
"4513",1980,"ZAF",159388341261.573,"Africa"
"4514",1980,"ZMB",6168040110.67307,"Africa"
"4515",1980,"ZWE",11010846652.4865,"Africa"
"4516",1981,"ABW",NA,"Americas"
"4517",1981,"AFG",NA,"Asia"
"4518",1981,"AGO",28309331270.146,"Africa"
"4519",1981,"ALB",4917833121.09044,"Europe"
"4520",1981,"AND",1225039476.39239,"Europe"
"4521",1981,"ARE",119050634295.813,"Asia"
"4522",1981,"ARG",272903153788.289,"Americas"
"4523",1981,"ARM",NA,"Asia"
"4524",1981,"ASM",NA,"Oceania"
"4525",1981,"ATG",438654653.040003,"Americas"
"4526",1981,"AUS",467485036059.805,"Oceania"
"4527",1981,"AUT",192311756858.006,"Europe"
"4528",1981,"AZE",NA,"Asia"
"4529",1981,"BDI",1730479981.26805,"Africa"
"4530",1981,"BEL",239731325474.251,"Europe"
"4531",1981,"BEN",3165730586.35962,"Africa"
"4532",1981,"BFA",2244091363.48858,"Africa"
"4533",1981,"BGD",38233403645.338,"Asia"
"4534",1981,"BGR",31869687630.9196,"Europe"
"4535",1981,"BHR",7309541111.89847,"Asia"
"4536",1981,"BHS",5785073155.85173,"Americas"
"4537",1981,"BIH",NA,"Europe"
"4538",1981,"BLR",NA,"Europe"
"4539",1981,"BLZ",366259524.578124,"Americas"
"4540",1981,"BMU",4659055484.63625,"Americas"
"4541",1981,"BOL",11865986853.023,"Americas"
"4542",1981,"BRA",751214173744.859,"Americas"
"4543",1981,"BRB",3502467079.78312,"Americas"
"4544",1981,"BRN",8755084285.29789,"Asia"
"4545",1981,"BTN",188179698.080391,"Asia"
"4546",1981,"BWA",1810869671.52186,"Africa"
"4547",1981,"CAF",1326618703.1175,"Africa"
